language	term	usage	original	wordsense	raw_freq

EN-US	contribute	Vorzugsterm	contribute	-1	-1
RU-RU	способствовать	Vorzugsterm	способствовать	0	262
RU-RU	содействовать	Negativterm	содействовать	0	27
RU-RU	помогать	Negativterm	помогать	0	23

EN-US	discourage	Vorzugsterm	discourage	-1	-1
RU-RU	препятствовать	Vorzugsterm	препятствовать	0	37
RU-RU	мешать	Negativterm	мешать	0	6

EN-US	district	Vorzugsterm	district	-1	-1
RU-RU	район	Vorzugsterm	район	2	64
RU-RU	область	Negativterm	область	2	3

EN-US	executive	Vorzugsterm	executive	-1	-1
RU-RU	руководитель	Vorzugsterm	руководитель	0	63
RU-RU	глава	Negativterm	глава	0	1

EN-US	teacher	Vorzugsterm	teacher	-1	-1
RU-RU	учитель	Vorzugsterm	учитель	2	114
RU-RU	преподаватель	Negativterm	преподаватель	2	26

EN-US	teach	Vorzugsterm	teach	-1	-1
RU-RU	учить	Vorzugsterm	учить	3	63
RU-RU	преподавать	Negativterm	преподавать	3	46
RU-RU	обучать	Negativterm	обучать	3	15

EN-US	selective	Vorzugsterm	selective	-1	-1
RU-RU	избирательный	Vorzugsterm	избирательный	1	21
RU-RU	селективный	Negativterm	селективный	1	5

EN-US	implication	Vorzugsterm	implication	-1	-1
RU-RU	последствие	Vorzugsterm	последствие	0	184
RU-RU	вывод	Negativterm	вывод	0	16
RU-RU	следствие	Negativterm	следствие	0	7
RU-RU	результат	Negativterm	результат	0	1

EN-US	message	Vorzugsterm	message	-1	-1
RU-RU	сообщение	Vorzugsterm	сообщение	1	71
RU-RU	информация	Negativterm	информация	1	4

EN-US	peaceful	Vorzugsterm	peaceful	-1	-1
RU-RU	мирный	Vorzugsterm	мирный	0	369
RU-RU	миролюбивый	Negativterm	миролюбивый	0	11

EN-US	dispute	Vorzugsterm	dispute	-1	-1
RU-RU	спор	Vorzugsterm	спор	0	261
RU-RU	диспут	Negativterm	диспут	0	13
RU-RU	дискуссия	Negativterm	дискуссия	0	6

EN-US	flaw	Vorzugsterm	flaw	-1	-1
RU-RU	недостаток	Vorzugsterm	недостаток	1	99
RU-RU	изъян	Negativterm	изъян	1	17
RU-RU	порок	Negativterm	порок	1	7
RU-RU	дефект	Negativterm	дефект	1	3

EN-US	agreement	Vorzugsterm	agreement	-1	-1
RU-RU	соглашение	Vorzugsterm	соглашение	1	1202
RU-RU	договор	Negativterm	договор	1	84

EN-US	mental	Vorzugsterm	mental	-1	-1
RU-RU	умственный	Vorzugsterm	умственный	0	34
RU-RU	интеллектуальный	Negativterm	интеллектуальный	0	7

EN-US	evil	Vorzugsterm	evil	-1	-1
RU-RU	зло	Vorzugsterm	зло	1	121
RU-RU	вред	Negativterm	вред	1	3

EN-US	inevitable	Vorzugsterm	inevitable	-1	-1
RU-RU	неизбежный	Vorzugsterm	неизбежный	1	302
RU-RU	неминуемый	Negativterm	неминуемый	1	6

EN-US	correct	Vorzugsterm	correct	-1	-1
RU-RU	правильный	Vorzugsterm	правильный	0	64
RU-RU	верный	Negativterm	верный	0	26

EN-US	integration	Vorzugsterm	integration	-1	-1
RU-RU	интеграция	Vorzugsterm	интеграция	2	825
RU-RU	объединение	Negativterm	объединение	2	13

EN-US	apparently	Vorzugsterm	apparently	-1	-1
RU-RU	очевидно	Vorzugsterm	очевидно	2	22
RU-RU	видимо	Negativterm	видимо	2	17

EN-US	shortage	Vorzugsterm	shortage	-1	-1
RU-RU	нехватка	Vorzugsterm	нехватка	0	78
RU-RU	недостаток	Negativterm	недостаток	0	37

EN-US	complication	Vorzugsterm	complication	-1	-1
RU-RU	осложнение	Vorzugsterm	осложнение	1	19
RU-RU	трудность	Negativterm	трудность	1	3

EN-US	convention	Vorzugsterm	convention	-1	-1
RU-RU	конвенция	Vorzugsterm	конвенция	0	110
RU-RU	соглашение	Negativterm	соглашение	0	37
RU-RU	договор	Negativterm	договор	0	1

EN-US	appeal	Vorzugsterm	appeal	-1	-1
RU-RU	привлекательный	Vorzugsterm	привлекательный	0	51
RU-RU	заманчивый	Negativterm	заманчивый	0	1

EN-US	debtor	Vorzugsterm	debtor	-1	-1
RU-RU	должник	Vorzugsterm	должник	0	76
RU-RU	дебитор	Negativterm	дебитор	0	2

EN-US	table	Vorzugsterm	table	-1	-1
RU-RU	стол	Vorzugsterm	стол	0	48
RU-RU	столик	Negativterm	столик	0	2

EN-US	obstruct	Vorzugsterm	obstruct	-1	-1
RU-RU	препятствовать	Vorzugsterm	препятствовать	0	18
RU-RU	мешать	Negativterm	мешать	0	3

EN-US	acronym	Vorzugsterm	acronym	-1	-1
RU-RU	аббревиатура	Vorzugsterm	аббревиатура	0	9
RU-RU	акроним	Negativterm	акроним	0	5

EN-US	objective	Vorzugsterm	objective	-1	-1
RU-RU	цель	Vorzugsterm	цель	0	409
RU-RU	задача	Negativterm	задача	0	75

EN-US	referee	Vorzugsterm	referee	-1	-1
RU-RU	арбитр	Vorzugsterm	арбитр	0	11
RU-RU	судья	Negativterm	судья	0	7

STOPWORD	again	Vorzugsterm	again	-1	-1
RU-RU	снова	Vorzugsterm	снова	0	533
RU-RU	вновь	Negativterm	вновь	0	206
RU-RU	опять	Negativterm	опять	0	109
RU-RU	заново	Negativterm	заново	0	5
RU-RU	повторно	Negativterm	повторно	0	3

EN-US	shamble	Vorzugsterm	shamble	-1	-1
RU-RU	беспорядок	Vorzugsterm	беспорядок	1	1
RU-RU	хаос	Negativterm	хаос	1	1

EN-US	malicious	Vorzugsterm	malicious	-1	-1
RU-RU	злобный	Vorzugsterm	злобный	0	4
RU-RU	злой	Negativterm	злой	0	2

EN-US	generous	Vorzugsterm	generous	-1	-1
RU-RU	щедрый	Vorzugsterm	щедрый	0	111
RU-RU	великодушный	Negativterm	великодушный	0	6
RU-RU	благородный	Negativterm	благородный	0	2

EN-US	attractive	Vorzugsterm	attractive	-1	-1
RU-RU	привлекательный	Vorzugsterm	привлекательный	0	160
RU-RU	заманчивый	Negativterm	заманчивый	0	2

EN-US	genie	Vorzugsterm	genie	-1	-1
RU-RU	джинн	Vorzugsterm	джинн	0	1
RU-RU	джин	Negativterm	джин	0	1

EN-US	generate	Vorzugsterm	generate	-1	-1
RU-RU	создавать	Vorzugsterm	создавать	0	84
RU-RU	производить	Negativterm	производить	0	24

EN-US	dishonest	Vorzugsterm	dishonest	-1	-1
RU-RU	нечестный	Vorzugsterm	нечестный	0	19
RU-RU	бесчестный	Negativterm	бесчестный	0	6

EN-US	afterwards	Vorzugsterm	afterwards	-1	-1
RU-RU	впоследствии	Vorzugsterm	впоследствии	0	6
RU-RU	после	Negativterm	после	0	5
RU-RU	затем	Negativterm	затем	0	1

EN-US	religion	Vorzugsterm	religion	-1	-1
RU-RU	религия	Vorzugsterm	религия	1	356
RU-RU	вероисповедание	Negativterm	вероисповедание	1	14

EN-US	fascinate	Vorzugsterm	fascinate	-1	-1
RU-RU	увлекательный	Vorzugsterm	увлекательный	0	8
RU-RU	интересный	Negativterm	интересный	0	5

EN-US	anxiety	Vorzugsterm	anxiety	-1	-1
RU-RU	беспокойство	Vorzugsterm	беспокойство	1	60
RU-RU	тревога	Negativterm	тревога	1	36
RU-RU	обеспокоенность	Negativterm	обеспокоенность	1	11
RU-RU	опасение	Negativterm	опасение	1	10

EN-US	effectiveness	Vorzugsterm	effectiveness	-1	-1
RU-RU	эффективность	Vorzugsterm	эффективность	0	211
RU-RU	результативность	Negativterm	результативность	0	4

EN-US	checklist	Vorzugsterm	checklist	-1	-1
RU-RU	список	Vorzugsterm	список	0	4
RU-RU	перечень	Negativterm	перечень	0	2

EN-US	pull	Vorzugsterm	pull	-1	-1
RU-RU	тянуть	Vorzugsterm	тянуть	19	8
RU-RU	тащить	Negativterm	тащить	19	2

EN-US	crow	Vorzugsterm	crow	-1	-1
RU-RU	экипаж	Vorzugsterm	экипаж	0	10
RU-RU	команда	Negativterm	команда	0	8

EN-US	contrary	Vorzugsterm	contrary	-1	-1
RU-RU	напротив	Vorzugsterm	напротив	2	183
RU-RU	наоборот	Negativterm	наоборот	2	164

EN-US	monument	Vorzugsterm	monument	-1	-1
RU-RU	памятник	Vorzugsterm	памятник	0	48
RU-RU	монумент	Negativterm	монумент	0	6

EN-US	celebration	Vorzugsterm	celebration	-1	-1
RU-RU	торжество	Vorzugsterm	торжество	2	10
RU-RU	праздник	Negativterm	праздник	2	8

EN-US	vessel	Vorzugsterm	vessel	-1	-1
RU-RU	судно	Vorzugsterm	судно	0	18
RU-RU	корабль	Negativterm	корабль	0	10

EN-US	animate	Vorzugsterm	animate	-1	-1
RU-RU	вдохновлять	Vorzugsterm	вдохновлять	1	6
RU-RU	воодушевлять	Negativterm	воодушевлять	1	3

EN-US	collectively	Vorzugsterm	collectively	-1	-1
RU-RU	коллективно	Vorzugsterm	коллективно	0	35
RU-RU	вместе	Negativterm	вместе	0	14
RU-RU	совместно	Negativterm	совместно	0	5
RU-RU	сообща	Negativterm	сообща	0	4

EN-US	unlawful	Vorzugsterm	unlawful	-1	-1
RU-RU	незаконный	Vorzugsterm	незаконный	0	12
RU-RU	противозаконный	Negativterm	противозаконный	0	3

EN-US	collective	Vorzugsterm	collective	-1	-1
RU-RU	коллективный	Vorzugsterm	коллективный	1	383
RU-RU	общий	Negativterm	общий	1	20
RU-RU	совместный	Negativterm	совместный	1	12

EN-US	string	Vorzugsterm	string	-1	-1
RU-RU	ряд	Vorzugsterm	ряд	0	8
RU-RU	череда	Negativterm	череда	0	5
RU-RU	вереница	Negativterm	вереница	0	3

EN-US	ruling	Vorzugsterm	ruling	-1	-1
RU-RU	решение	Vorzugsterm	решение	3	12
RU-RU	постановление	Negativterm	постановление	3	6

EN-US	immediately	Vorzugsterm	immediately	-1	-1
RU-RU	немедленно	Vorzugsterm	немедленно	0	107
RU-RU	сразу	Negativterm	сразу	0	78
RU-RU	тотчас	Negativterm	тотчас	0	1

EN-US	basis	Vorzugsterm	basis	-1	-1
RU-RU	основа	Vorzugsterm	основа	0	291
RU-RU	база	Negativterm	база	0	86
RU-RU	основание	Negativterm	основание	0	67
RU-RU	фундамент	Negativterm	фундамент	0	9

EN-US	lessen	Vorzugsterm	lessen	-1	-1
RU-RU	уменьшать	Vorzugsterm	уменьшать	0	12
RU-RU	сокращать	Negativterm	сокращать	0	4
RU-RU	снижать	Negativterm	снижать	0	2

EN-US	mum	Vorzugsterm	mum	-1	-1
RU-RU	мама	Vorzugsterm	мама	1	4
RU-RU	мать	Negativterm	мать	1	2

EN-US	lengthy	Vorzugsterm	lengthy	-1	-1
RU-RU	длительный	Vorzugsterm	длительный	0	15
RU-RU	продолжительный	Negativterm	продолжительный	0	9
RU-RU	длинный	Negativterm	длинный	0	5
RU-RU	долгий	Negativterm	долгий	0	3

EN-US	forecast	Vorzugsterm	forecast	-1	-1
RU-RU	прогноз	Vorzugsterm	прогноз	0	141
RU-RU	предсказание	Negativterm	предсказание	0	9

EN-US	eliminate	Vorzugsterm	eliminate	-1	-1
RU-RU	устранять	Vorzugsterm	устранять	2	138
RU-RU	убирать	Negativterm	убирать	2	2

EN-US	trend	Vorzugsterm	trend	-1	-1
RU-RU	тенденция	Vorzugsterm	тенденция	1	519
RU-RU	тренд	Negativterm	тренд	1	37

EN-US	offset	Vorzugsterm	offset	-1	-1
RU-RU	компенсировать	Vorzugsterm	компенсировать	0	81
RU-RU	возмещать	Negativterm	возмещать	0	7

EN-US	rapid	Vorzugsterm	rapid	-1	-1
RU-RU	быстрый	Vorzugsterm	быстрый	0	597
RU-RU	стремительный	Negativterm	стремительный	0	59

EN-US	lull	Vorzugsterm	lull	-1	-1
RU-RU	убаюкивать	Vorzugsterm	убаюкивать	1	6
RU-RU	усыплять	Negativterm	усыплять	1	3

EN-US	prosperity	Vorzugsterm	prosperity	-1	-1
RU-RU	процветание	Vorzugsterm	процветание	0	486
RU-RU	благополучие	Negativterm	благополучие	0	20
RU-RU	преуспевание	Negativterm	преуспевание	0	2

EN-US	importance	Vorzugsterm	importance	-1	-1
RU-RU	важность	Vorzugsterm	важность	0	305
RU-RU	значение	Negativterm	значение	0	58
RU-RU	значимость	Negativterm	значимость	0	23

EN-US	venture	Vorzugsterm	venture	-1	-1
RU-RU	предприятие	Vorzugsterm	предприятие	1	40
RU-RU	проект	Negativterm	проект	1	7

EN-US	merger	Vorzugsterm	merger	-1	-1
RU-RU	слияние	Vorzugsterm	слияние	0	70
RU-RU	объединение	Negativterm	объединение	0	8

EN-US	index	Vorzugsterm	index	-1	-1
RU-RU	индекс	Vorzugsterm	индекс	0	162
RU-RU	показатель	Negativterm	показатель	0	17

EN-US	wealthy	Vorzugsterm	wealthy	-1	-1
RU-RU	богатый	Vorzugsterm	богатый	2	185
RU-RU	состоятельный	Negativterm	состоятельный	2	11
RU-RU	обеспеченный	Negativterm	обеспеченный	2	2

EN-US	substantially	Vorzugsterm	substantially	-1	-1
RU-RU	существенно	Vorzugsterm	существенно	0	77
RU-RU	значительно	Negativterm	значительно	0	49

EN-US	moreover	Vorzugsterm	moreover	-1	-1
RU-RU	кроме	Vorzugsterm	кроме	0	67
RU-RU	помимо	Negativterm	помимо	0	14

EN-US	jointly	Vorzugsterm	jointly	-1	-1
RU-RU	совместно	Vorzugsterm	совместно	0	26
RU-RU	вместе	Negativterm	вместе	0	4
RU-RU	сообща	Negativterm	сообща	0	3

EN-US	sudden	Vorzugsterm	sudden	-1	-1
RU-RU	внезапный	Vorzugsterm	внезапный	0	105
RU-RU	неожиданный	Negativterm	неожиданный	0	15

EN-US	grind	Vorzugsterm	grind	-1	-1
RU-RU	земля	Vorzugsterm	земля	7	48
RU-RU	суша	Negativterm	суша	7	2

EN-US	incomprehensible	Vorzugsterm	incomprehensible	-1	-1
RU-RU	непонятный	Vorzugsterm	непонятный	1	5
RU-RU	непостижимый	Negativterm	непостижимый	1	3

EN-US	component	Vorzugsterm	component	-1	-1
RU-RU	компонент	Vorzugsterm	компонент	0	189
RU-RU	элемент	Negativterm	элемент	0	9

EN-US	oftentimes	Vorzugsterm	oftentimes	-1	-1
RU-RU	зачастую	Vorzugsterm	зачастую	0	2
RU-RU	нередко	Negativterm	нередко	0	1

EN-US	fresh	Vorzugsterm	fresh	-1	-1
RU-RU	новый	Vorzugsterm	новый	1	74
RU-RU	свежий	Negativterm	свежий	1	59

EN-US	scare	Vorzugsterm	scare	-1	-1
RU-RU	пугать	Vorzugsterm	пугать	0	13
RU-RU	запугивать	Negativterm	запугивать	0	4

EN-US	frontier	Vorzugsterm	frontier	-1	-1
RU-RU	граница	Vorzugsterm	граница	0	65
RU-RU	рубеж	Negativterm	рубеж	0	11

EN-US	disarm	Vorzugsterm	disarm	-1	-1
RU-RU	разоружать	Vorzugsterm	разоружать	0	17
RU-RU	обезоруживать	Negativterm	обезоруживать	0	1

EN-US	rush	Vorzugsterm	rush	-1	-1
RU-RU	спешить	Vorzugsterm	спешить	0	10
RU-RU	торопиться	Negativterm	торопиться	0	8

EN-US	dad	Vorzugsterm	dad	-1	-1
RU-RU	отец	Vorzugsterm	отец	1	8
RU-RU	папа	Negativterm	папа	1	3

EN-US	persuade	Vorzugsterm	persuade	-1	-1
RU-RU	убеждать	Vorzugsterm	убеждать	0	170
RU-RU	уговаривать	Negativterm	уговаривать	0	2

EN-US	loser	Vorzugsterm	loser	-1	-1
RU-RU	неудачник	Vorzugsterm	неудачник	0	14
RU-RU	лузер	Negativterm	лузер	0	3

EN-US	chunk	Vorzugsterm	chunk	-1	-1
RU-RU	часть	Vorzugsterm	часть	2	5
RU-RU	доля	Negativterm	доля	2	3

EN-US	lucky	Vorzugsterm	lucky	-1	-1
RU-RU	повезти	Vorzugsterm	повезти	0	13
RU-RU	посчастливиться	Negativterm	посчастливиться	0	3

EN-US	fate	Vorzugsterm	fate	-1	-1
RU-RU	судьба	Vorzugsterm	судьба	2	247
RU-RU	участь	Negativterm	участь	2	13
RU-RU	жребий	Negativterm	жребий	2	1

EN-US	successfully	Vorzugsterm	successfully	-1	-1
RU-RU	успешно	Vorzugsterm	успешно	0	171
RU-RU	удачно	Negativterm	удачно	0	2

EN-US	restoration	Vorzugsterm	restoration	-1	-1
RU-RU	восстановление	Vorzugsterm	восстановление	1	61
RU-RU	реставрация	Negativterm	реставрация	1	12

EN-US	hamper	Vorzugsterm	hamper	-1	-1
RU-RU	препятствовать	Vorzugsterm	препятствовать	0	27
RU-RU	мешать	Negativterm	мешать	0	9

EN-US	carrot	Vorzugsterm	carrot	-1	-1
RU-RU	морковка	Vorzugsterm	морковка	1	5
RU-RU	морковь	Negativterm	морковь	1	3

EN-US	black	Vorzugsterm	black	-1	-1
RU-RU	чернокожий	Vorzugsterm	чернокожий	0	65
RU-RU	негр	Negativterm	негр	0	4

EN-US	efficient	Vorzugsterm	efficient	-1	-1
RU-RU	эффективный	Vorzugsterm	эффективный	0	304
RU-RU	действенный	Negativterm	действенный	0	4

EN-US	frighten	Vorzugsterm	frighten	-1	-1
RU-RU	пугать	Vorzugsterm	пугать	0	18
RU-RU	запугивать	Negativterm	запугивать	0	3

EN-US	excuse	Vorzugsterm	excuse	-1	-1
RU-RU	предлог	Vorzugsterm	предлог	0	11
RU-RU	повод	Negativterm	повод	0	7

EN-US	chalice	Vorzugsterm	chalice	-1	-1
RU-RU	чаша	Vorzugsterm	чаша	1	2
RU-RU	кубок	Negativterm	кубок	1	1

EN-US	enterprise	Vorzugsterm	enterprise	-1	-1
RU-RU	предприятие	Vorzugsterm	предприятие	0	286
RU-RU	компания	Negativterm	компания	0	7

EN-US	famously	Vorzugsterm	famously	-1	-1
RU-RU	знаменитый	Vorzugsterm	знаменитый	0	20
RU-RU	известный	Negativterm	известный	0	7

EN-US	leap	Vorzugsterm	leap	-1	-1
RU-RU	скачок	Vorzugsterm	скачок	4	33
RU-RU	прыжок	Negativterm	прыжок	4	11

EN-US	authentic	Vorzugsterm	authentic	-1	-1
RU-RU	подлинный	Vorzugsterm	подлинный	0	9
RU-RU	настоящий	Negativterm	настоящий	0	7
RU-RU	аутентичный	Negativterm	аутентичный	0	4
RU-RU	истинный	Negativterm	истинный	0	4

EN-US	comprehend	Vorzugsterm	comprehend	-1	-1
RU-RU	понимать	Vorzugsterm	понимать	0	29
RU-RU	осознавать	Negativterm	осознавать	0	10

EN-US	funny	Vorzugsterm	funny	-1	-1
RU-RU	смешной	Vorzugsterm	смешной	0	8
RU-RU	забавный	Negativterm	забавный	0	4

EN-US	perverse	Vorzugsterm	perverse	-1	-1
RU-RU	неправильный	Vorzugsterm	неправильный	3	7
RU-RU	ошибочный	Negativterm	ошибочный	3	2
RU-RU	неверный	Negativterm	неверный	3	2
RU-RU	ложный	Negativterm	ложный	3	2

EN-US	mess	Vorzugsterm	mess	-1	-1
RU-RU	беспорядок	Vorzugsterm	беспорядок	1	21
RU-RU	хаос	Negativterm	хаос	1	11
RU-RU	бардак	Negativterm	бардак	1	1

EN-US	cruel	Vorzugsterm	cruel	-1	-1
RU-RU	жестокий	Vorzugsterm	жестокий	0	41
RU-RU	суровый	Negativterm	суровый	0	2

EN-US	rarely	Vorzugsterm	rarely	-1	-1
RU-RU	редко	Vorzugsterm	редко	0	160
RU-RU	изредка	Negativterm	изредка	0	3
RU-RU	нечасто	Negativterm	нечасто	0	2

EN-US	silence	Vorzugsterm	silence	-1	-1
RU-RU	молчание	Vorzugsterm	молчание	0	81
RU-RU	тишина	Negativterm	тишина	0	19
RU-RU	безмолвие	Negativterm	безмолвие	0	1

EN-US	distort	Vorzugsterm	distort	-1	-1
RU-RU	искажать	Vorzugsterm	искажать	0	74
RU-RU	деформировать	Negativterm	деформировать	0	4

EN-US	advice	Vorzugsterm	advice	-1	-1
RU-RU	совет	Vorzugsterm	совет	0	138
RU-RU	рекомендация	Negativterm	рекомендация	0	22

EN-US	converse	Vorzugsterm	converse	-1	-1
RU-RU	разговаривать	Vorzugsterm	разговаривать	2	3
RU-RU	общаться	Negativterm	общаться	2	2

EN-US	quiet	Vorzugsterm	quiet	-1	-1
RU-RU	тихий	Vorzugsterm	тихий	4	28
RU-RU	спокойный	Negativterm	спокойный	4	17

EN-US	anger	Vorzugsterm	anger	-1	-1
RU-RU	гнев	Vorzugsterm	гнев	0	88
RU-RU	злость	Negativterm	злость	0	10
RU-RU	возмущение	Negativterm	возмущение	0	5
RU-RU	негодование	Negativterm	негодование	0	5

EN-US	disorder	Vorzugsterm	disorder	-1	-1
RU-RU	беспорядок	Vorzugsterm	беспорядок	1	45
RU-RU	хаос	Negativterm	хаос	1	3

EN-US	midfielder	Vorzugsterm	midfielder	-1	-1
RU-RU	полузащитник	Vorzugsterm	полузащитник	0	3
RU-RU	хавбек	Negativterm	хавбек	0	1

EN-US	upcoming	Vorzugsterm	upcoming	-1	-1
RU-RU	предстоящий	Vorzugsterm	предстоящий	0	85
RU-RU	грядущий	Negativterm	грядущий	0	9

EN-US	recovery	Vorzugsterm	recovery	-1	-1
RU-RU	восстановление	Vorzugsterm	восстановление	0	350
RU-RU	возрождение	Negativterm	возрождение	0	10

EN-US	boss	Vorzugsterm	boss	-1	-1
RU-RU	босс	Vorzugsterm	босс	0	48
RU-RU	начальник	Negativterm	начальник	0	10
RU-RU	руководитель	Negativterm	руководитель	0	8
RU-RU	лидер	Negativterm	лидер	0	5
RU-RU	шеф	Negativterm	шеф	0	3
RU-RU	хозяин	Negativterm	хозяин	0	2

EN-US	stagnation	Vorzugsterm	stagnation	-1	-1
RU-RU	стагнация	Vorzugsterm	стагнация	0	109
RU-RU	застой	Negativterm	застой	0	88

EN-US	trench	Vorzugsterm	trench	-1	-1
RU-RU	траншея	Vorzugsterm	траншея	1	6
RU-RU	окоп	Negativterm	окоп	1	3

EN-US	horrific	Vorzugsterm	horrific	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	22
RU-RU	жуткий	Negativterm	жуткий	0	2
RU-RU	страшный	Negativterm	страшный	0	2

EN-US	siege	Vorzugsterm	siege	-1	-1
RU-RU	осада	Vorzugsterm	осада	0	29
RU-RU	блокада	Negativterm	блокада	0	9

EN-US	atrocity	Vorzugsterm	atrocity	-1	-1
RU-RU	злодеяние	Vorzugsterm	злодеяние	0	36
RU-RU	преступление	Negativterm	преступление	0	2

EN-US	appall	Vorzugsterm	appall	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	18
RU-RU	страшный	Negativterm	страшный	0	5

EN-US	revulsion	Vorzugsterm	revulsion	-1	-1
RU-RU	отвращение	Vorzugsterm	отвращение	2	11
RU-RU	антипатия	Negativterm	антипатия	2	2

EN-US	forever	Vorzugsterm	forever	-1	-1
RU-RU	навсегда	Vorzugsterm	навсегда	0	48
RU-RU	навечно	Negativterm	навечно	0	2

EN-US	gentle	Vorzugsterm	gentle	-1	-1
RU-RU	мягкий	Vorzugsterm	мягкий	0	6
RU-RU	нежный	Negativterm	нежный	0	2

EN-US	statue	Vorzugsterm	statue	-1	-1
RU-RU	статуя	Vorzugsterm	статуя	0	10
RU-RU	скульптура	Negativterm	скульптура	0	2

EN-US	trap	Vorzugsterm	trap	-1	-1
RU-RU	ловушка	Vorzugsterm	ловушка	1	103
RU-RU	западня	Negativterm	западня	1	17

EN-US	enormous	Vorzugsterm	enormous	-1	-1
RU-RU	огромный	Vorzugsterm	огромный	0	324
RU-RU	колоссальный	Negativterm	колоссальный	0	18
RU-RU	гигантский	Negativterm	гигантский	0	9
RU-RU	громадный	Negativterm	громадный	0	6

EN-US	horrible	Vorzugsterm	horrible	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	27
RU-RU	жуткий	Negativterm	жуткий	0	1

EN-US	remarry	Vorzugsterm	remarry	-1	-1
RU-RU	жениться	Vorzugsterm	жениться	1	1
RU-RU	пожениться	Negativterm	пожениться	1	1

EN-US	obviously	Vorzugsterm	obviously	-1	-1
RU-RU	очевидно	Vorzugsterm	очевидно	4	57
RU-RU	конечно	Negativterm	конечно	4	14
RU-RU	естественно	Negativterm	естественно	4	10
RU-RU	разумеется	Negativterm	разумеется	4	1

EN-US	gargantuan	Vorzugsterm	gargantuan	-1	-1
RU-RU	гигантский	Vorzugsterm	гигантский	0	5
RU-RU	огромный	Negativterm	огромный	0	1

EN-US	upset	Vorzugsterm	upset	-1	-1
RU-RU	расстраивать	Vorzugsterm	расстраивать	0	17
RU-RU	огорчать	Negativterm	огорчать	0	6

EN-US	fatal	Vorzugsterm	fatal	-1	-1
RU-RU	фатальный	Vorzugsterm	фатальный	0	28
RU-RU	смертельный	Negativterm	смертельный	0	9
RU-RU	летальный	Negativterm	летальный	0	1

EN-US	substantial	Vorzugsterm	substantial	-1	-1
RU-RU	значительный	Vorzugsterm	значительный	0	163
RU-RU	существенный	Negativterm	существенный	0	162

EN-US	dreadful	Vorzugsterm	dreadful	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	12
RU-RU	страшный	Negativterm	страшный	0	3

EN-US	certainly	Vorzugsterm	certainly	-1	-1
RU-RU	конечно	Vorzugsterm	конечно	0	83
RU-RU	наверняка	Negativterm	наверняка	0	74
RU-RU	разумеется	Negativterm	разумеется	0	8
RU-RU	естественно	Negativterm	естественно	0	6
RU-RU	действительно	Negativterm	действительно	0	4
RU-RU	бесспорно	Negativterm	бесспорно	0	3
RU-RU	очевидно	Negativterm	очевидно	0	1

EN-US	responsive	Vorzugsterm	responsive	-1	-1
RU-RU	отзывчивый	Vorzugsterm	отзывчивый	1	9
RU-RU	чуткий	Negativterm	чуткий	1	3

EN-US	eventually	Vorzugsterm	eventually	-1	-1
RU-RU	итог	Vorzugsterm	итог	0	17
RU-RU	конец	Negativterm	конец	0	2

EN-US	boast	Vorzugsterm	boast	-1	-1
RU-RU	хвастаться	Vorzugsterm	хвастаться	0	24
RU-RU	гордиться	Negativterm	гордиться	0	9
RU-RU	хвалиться	Negativterm	хвалиться	0	6
RU-RU	похваляться	Negativterm	похваляться	0	3

EN-US	resistance	Vorzugsterm	resistance	-1	-1
RU-RU	сопротивление	Vorzugsterm	сопротивление	0	242
RU-RU	противодействие	Negativterm	противодействие	0	7

EN-US	essentially	Vorzugsterm	essentially	-1	-1
RU-RU	фактически	Vorzugsterm	фактически	0	22
RU-RU	практически	Negativterm	практически	0	3

EN-US	pace	Vorzugsterm	pace	-1	-1
RU-RU	темп	Vorzugsterm	темп	0	182
RU-RU	скорость	Negativterm	скорость	0	36

EN-US	mainstream	Vorzugsterm	mainstream	-1	-1
RU-RU	основной	Vorzugsterm	основной	0	43
RU-RU	ведущий	Negativterm	ведущий	0	11
RU-RU	базовый	Negativterm	базовый	0	4
RU-RU	главный	Negativterm	главный	0	1

EN-US	justification	Vorzugsterm	justification	-1	-1
RU-RU	основание	Vorzugsterm	основание	2	7
RU-RU	довод	Negativterm	довод	2	1

EN-US	bonus	Vorzugsterm	bonus	-1	-1
RU-RU	бонус	Vorzugsterm	бонус	0	46
RU-RU	премия	Negativterm	премия	0	27

EN-US	division	Vorzugsterm	division	-1	-1
RU-RU	разделение	Vorzugsterm	разделение	0	139
RU-RU	деление	Negativterm	деление	0	14
RU-RU	раздел	Negativterm	раздел	0	6

EN-US	massive	Vorzugsterm	massive	-1	-1
RU-RU	огромный	Vorzugsterm	огромный	0	210
RU-RU	колоссальный	Negativterm	колоссальный	0	12
RU-RU	гигантский	Negativterm	гигантский	0	5
RU-RU	громадный	Negativterm	громадный	0	4

EN-US	copy	Vorzugsterm	copy	-1	-1
RU-RU	копия	Vorzugsterm	копия	1	40
